league,optaleague,id,name,teamId,teamName,Optaname,country,shirtNumber
ligue-1,Ligue 1,1869761,Kenny Quetant,9746,Le Havre,Le Havre,France,33
ligue-1,Ligue 1,912286,Lionel Mpasi-Nzau,9746,Le Havre,Le Havre,DR Congo,77
ligue-1,Ligue 1,179873,Loïc Négo,9746,Le Havre,Le Havre,Hungary,7
ligue-1,Ligue 1,1137106,Lucas Gourna-Douath,9746,Le Havre,Le Havre,France,19
ligue-1,Ligue 1,437329,Mbwana Samatta,9746,Le Havre,Le Havre,Tanzania,25
ligue-1,Ligue 1,466436,Mory Diaw,9746,Le Havre,Le Havre,Senegal,99
ligue-1,Ligue 1,1667650,Noam Jacquet,9746,Le Havre,Le Havre,France,20
ligue-1,Ligue 1,1487859,Paul Argney,9746,Le Havre,Le Havre,France,50
ligue-1,Ligue 1,1073905,Rassoul Ndiaye,9746,Le Havre,Le Havre,Senegal,14
ligue-1,Ligue 1,1089922,Reda Khadra,9746,Le Havre,Le Havre,Germany,30
ligue-1,Ligue 1,1469758,Simon Ebonog,9746,Le Havre,Le Havre,France,26
ligue-1,Ligue 1,365672,Sofiane Boufal,9746,Le Havre,Le Havre,Morocco,17
ligue-1,Ligue 1,1729826,Stephan Zagadou,9746,Le Havre,Le Havre,France,29
ligue-1,Ligue 1,1108603,Timothée Pembélé,9746,Le Havre,Le Havre,France,32
ligue-1,Ligue 1,1098243,Yanis Zouaoui,9746,Le Havre,Le Havre,France,18
ligue-1,Ligue 1,1255855,Yassine Kechta,9746,Le Havre,Le Havre,Morocco,8
ligue-1,Ligue 1,1337979,Étienne Youté Kinkoué,9746,Le Havre,Le Havre,France,6
ligue-1,Ligue 1,1189856,Abdallah Sima,8588,Lens,Lens,Senegal,19
ligue-1,Ligue 1,317062,Adrien Thomasson,8588,Lens,Lens,France,28
ligue-1,Ligue 1,466482,Allan Saint-Maximin,8588,Lens,Lens,France,9
ligue-1,Ligue 1,688830,Amadou Haidara,8588,Lens,Lens,Mali,21
ligue-1,Ligue 1,1634789,Andrija Bulatovic,8588,Lens,Lens,Montenegro,5
ligue-1,Ligue 1,1573544,Anthony Bermont,8588,Lens,Lens,France,26
ligue-1,Ligue 1,418137,Arthur Masuaku,8588,Lens,Lens,DR Congo,27
ligue-1,Ligue 1,1642840,Erawan Garnier,8588,Lens,Lens,Thailand,34
ligue-1,Ligue 1,612699,Florian Sotoca,8588,Lens,Lens,France,7
ligue-1,Ligue 1,254308,Florian Thauvin,8588,Lens,Lens,France,10
ligue-1,Ligue 1,1438611,Fodé Sylla,8588,Lens,Lens,France,18
ligue-1,Ligue 1,1755868,Ilan Jourdren,8588,Lens,Lens,France,50
ligue-1,Ligue 1,1406645,Ismaëlo Ganiou,8588,Lens,Lens,France,25
ligue-1,Ligue 1,513072,Jonathan Gradit,8588,Lens,Lens,France,24
ligue-1,Ligue 1,1685514,Kyllian Antonio,8588,Lens,Lens,France,32
ligue-1,Ligue 1,782502,Malang Sarr,8588,Lens,Lens,France,20
ligue-1,Ligue 1,1185211,Mamadou Sangaré,8588,Lens,Lens,Mali,8
ligue-1,Ligue 1,186811,Mathieu Gorgelin,8588,Lens,Lens,France,16
ligue-1,Ligue 1,660326,Matthieu Udol,8588,Lens,Lens,France,14
ligue-1,Ligue 1,1980586,Mezian Soares,8588,Lens,Lens,France,41
ligue-1,Ligue 1,1092680,Morgan Guilavogui,8588,Lens,Lens,Guinea,
ligue-1,Ligue 1,1657810,Nidal Celik,8588,Lens,Lens,Bosnia and Herzegovina,4
ligue-1,Ligue 1,637746,Odsonne Édouard,8588,Lens,Lens,France,11
ligue-1,Ligue 1,1586853,Pierre Sage,8588,Lens,Lens,France,
ligue-1,Ligue 1,1586559,Rayan Fofana,8588,Lens,Lens,France,38
ligue-1,Ligue 1,1390336,Robin Risser,8588,Lens,Lens,France,40
ligue-1,Ligue 1,561046,Ruben Aguilar,8588,Lens,Lens,France,2
ligue-1,Ligue 1,26427,Régis Gurtner,8588,Lens,Lens,France,1
ligue-1,Ligue 1,1276626,Samson Baidoo,8588,Lens,Lens,Austria,6
ligue-1,Ligue 1,1002617,Saud Abdulhamid,8588,Lens,Lens,Saudi Arabia,23
ligue-1,Ligue 1,445856,Wesley Saïd,8588,Lens,Lens,France,22
ligue-1,Ligue 1,1186553,Alexsandro Ribeiro,8639,Lille,Lille,Brazil,4
ligue-1,Ligue 1,1882264,Angel Yondjo,8639,Lille,Lille,Cameroon,41
ligue-1,Ligue 1,841705,Arnaud Bodart,8639,Lille,Lille,Belgium,16
ligue-1,Ligue 1,1561552,Ayyoub Bouaddi,8639,Lille,Lille,France,32
ligue-1,Ligue 1,210683,Aïssa Mandi,8639,Lille,Lille,Algeria,23
ligue-1,Ligue 1,148830,Benjamin André,8639,Lille,Lille,France,21
ligue-1,Ligue 1,815912,Berke Özer,8639,Lille,Lille,Turkiye,1
ligue-1,Ligue 1,712734,Bruno Génésio,8639,Lille,Lille,France,
ligue-1,Ligue 1,622137,Calvin Verdonk,8639,Lille,Lille,Indonesia,24
ligue-1,Ligue 1,277761,Chancel Mbemba,8639,Lille,Lille,DR Congo,18
ligue-1,Ligue 1,1426809,Ethan Mbappé,8639,Lille,Lille,France,8
ligue-1,Ligue 1,942358,Félix Correia,8639,Lille,Lille,Portugal,27
ligue-1,Ligue 1,708435,Gaëtan Perrin,8639,Lille,Lille,France,28
ligue-1,Ligue 1,1421275,Hamza Igamane,8639,Lille,Lille,Morocco,29
ligue-1,Ligue 1,1044470,Hákon Arnar Haraldsson,8639,Lille,Lille,Iceland,10
ligue-1,Ligue 1,1553451,Lilian Baret,8639,Lille,Lille,France,39
ligue-1,Ligue 1,293477,Marc-Aurèle Caillard,8639,Lille,Lille,France,30
ligue-1,Ligue 1,1276934,Marius Broholm,8639,Lille,Lille,Norway,14
ligue-1,Ligue 1,1444231,Matias Fernandez-Pardo,8639,Lille,Lille,Belgium,7
ligue-1,Ligue 1,1793784,Maxima Goffi,8639,Lille,Lille,France,38
ligue-1,Ligue 1,500520,Nabil Bentaleb,8639,Lille,Lille,Algeria,6
ligue-1,Ligue 1,1252070,Nathan Ngoy,8639,Lille,Lille,Belgium,3
ligue-1,Ligue 1,1428153,Ngal Ayel Mukau,8639,Lille,Lille,DR Congo,17
ligue-1,Ligue 1,1603990,Noah Edjouma,8639,Lille,Lille,France,20
ligue-1,Ligue 1,46469,Olivier Giroud,8639,Lille,Lille,France,9
ligue-1,Ligue 1,988160,Osame Sahraoui,8639,Lille,Lille,Morocco,11
ligue-1,Ligue 1,1526224,Ousmane Touré,8639,Lille,Lille,France,36
ligue-1,Ligue 1,1356327,Rafael Fernandes,8639,Lille,Lille,Portugal,
ligue-1,Ligue 1,815465,Romain Perraud,8639,Lille,Lille,France,15
ligue-1,Ligue 1,1882265,Saad Boussadia,8639,Lille,Lille,Algeria,42
ligue-1,Ligue 1,1818261,Samy Merzouk,8639,Lille,Lille,France,50
ligue-1,Ligue 1,1684579,Soriba Diaoune,8639,Lille,Lille,Guinea,35
ligue-1,Ligue 1,277771,Thomas Meunier,8639,Lille,Lille,Belgium,12
ligue-1,Ligue 1,1793779,Thomas Sajous,8639,Lille,Lille,France,40
ligue-1,Ligue 1,1397857,Tiago Santos,8639,Lille,Lille,Portugal,22
ligue-1,Ligue 1,1867240,Zadig Lanssade,8639,Lille,Lille,France,60
ligue-1,Ligue 1,1555492,Abdoulaye Faye,8689,Lorient,Lorient,Senegal,25
ligue-1,Ligue 1,841395,Aiyegun Tosin,8689,Lorient,Lorient,Benin,15
ligue-1,Ligue 1,1640832,Arsène Kouassi,8689,Lorient,Lorient,Burkina Faso,43
ligue-1,Ligue 1,1565010,Arthur Avom,8689,Lorient,Lorient,Cameroon,62
ligue-1,Ligue 1,1230848,Bamba Dieng,8689,Lorient,Lorient,Senegal,12
ligue-1,Ligue 1,1287489,Bamo Meité,8689,Lorient,Lorient,Ivory Coast,5
ligue-1,Ligue 1,1184013,Bandiougou Fadiga,8689,Lorient,Lorient,France,7
ligue-1,Ligue 1,181619,Benjamin Leroy,8689,Lorient,Lorient,France,1
ligue-1,Ligue 1,564571,Bingourou Kamara,8689,Lorient,Lorient,Senegal,21
ligue-1,Ligue 1,1097497,Darlin Yongwa,8689,Lorient,Lorient,Cameroon,44
ligue-1,Ligue 1,1276315,Dermane Karim,8689,Lorient,Lorient,Togo,29
ligue-1,Ligue 1,723564,Igor Silva,8689,Lorient,Lorient,Brazil,2
ligue-1,Ligue 1,1816727,Isaac Monnier,8689,Lorient,Lorient,France,19
ligue-1,Ligue 1,699461,Jean-Victor Makengo,8689,Lorient,Lorient,France,17
ligue-1,Ligue 1,413525,Laurent Abergel,8689,Lorient,Lorient,France,6
ligue-1,Ligue 1,1800947,Lucas Leaudais,8689,Lorient,Lorient,France,
ligue-1,Ligue 1,1202239,Mohamed Bamba,8689,Lorient,Lorient,Ivory Coast,9
ligue-1,Ligue 1,846392,Montassar Talbi,8689,Lorient,Lorient,Tunisia,3
ligue-1,Ligue 1,1351065,Nathaniel Adjei,8689,Lorient,Lorient,Ghana,32
ligue-1,Ligue 1,1097446,Noah Cadiou,8689,Lorient,Lorient,Guadeloupe,8
ligue-1,Ligue 1,278248,Olivier Pantaloni,8689,Lorient,Lorient,France,
ligue-1,Ligue 1,1331097,Pablo Pagis,8689,Lorient,Lorient,France,10
ligue-1,Ligue 1,1427808,Panos Katseris,8689,Lorient,Lorient,Greece,77
ligue-1,Ligue 1,1123587,Sambou Soumano,8689,Lorient,Lorient,France,28
ligue-1,Ligue 1,1180547,Souleymane Touré,8689,Lorient,Lorient,France,95
ligue-1,Ligue 1,1292354,Théo Le Bris,8689,Lorient,Lorient,France,11
ligue-1,Ligue 1,1474503,Trevan Sanusi,8689,Lorient,Lorient,England,14
ligue-1,Ligue 1,274787,Yvon Mvogo,8689,Lorient,Lorient,Switzerland,38
ligue-1,Ligue 1,1060604,Abner,9748,Lyon,Lyon,Brazil,16
ligue-1,Ligue 1,1425698,Achraf Laâziri,9748,Lyon,Lyon,Morocco,36
ligue-1,Ligue 1,1135655,Adam Karabec,9748,Lyon,Lyon,Czechia,7
ligue-1,Ligue 1,1853988,Adil Hamdani,9748,Lyon,Lyon,France,84
ligue-1,Ligue 1,1367047,Afonso Moreira,9748,Lyon,Lyon,Portugal,17
ligue-1,Ligue 1,604089,Ainsley Maitland-Niles,9748,Lyon,Lyon,England,98
ligue-1,Ligue 1,266105,Clinton Mata,9748,Lyon,Lyon,Angola,22
ligue-1,Ligue 1,473852,Corentin Tolisso,9748,Lyon,Lyon,France,8
ligue-1,Ligue 1,651910,Dominik Greif,9748,Lyon,Lyon,Slovakia,1
ligue-1,Ligue 1,1406729,Endrick,9748,Lyon,Lyon,Brazil,9
ligue-1,Ligue 1,1338390,Ernest Nuamah,9748,Lyon,Lyon,Ghana,37
ligue-1,Ligue 1,485047,Hans Hateboer,9748,Lyon,Lyon,Netherlands,33
ligue-1,Ligue 1,1793640,Khalis Merah,9748,Lyon,Lyon,France,44
ligue-1,Ligue 1,1510394,Lassine Diarra,9748,Lyon,Lyon,Mali,50
ligue-1,Ligue 1,1364069,Malick Fofana,9748,Lyon,Lyon,Belgium,11
ligue-1,Ligue 1,1739906,Mathys de Carvalho,9748,Lyon,Lyon,France,39
ligue-1,Ligue 1,592102,Moussa Niakhaté,9748,Lyon,Lyon,Senegal,19
ligue-1,Ligue 1,195750,Nicolás Tagliafico,9748,Lyon,Lyon,Argentina,3
ligue-1,Ligue 1,1368710,Noah Nartey,9748,Lyon,Lyon,Denmark,99
ligue-1,Ligue 1,1744188,Noham Kamara,9748,Lyon,Lyon,France,85
ligue-1,Ligue 1,765693,Orel Mangala,9748,Lyon,Lyon,Belgium,5
ligue-1,Ligue 1,361759,Paulo Fonseca,9748,Lyon,Lyon,Portugal,
ligue-1,Ligue 1,1037539,Pavel Sulc,9748,Lyon,Lyon,Czechia,10
ligue-1,Ligue 1,210120,Rachid Ghezzal,9748,Lyon,Lyon,Algeria,18
ligue-1,Ligue 1,643690,Roman Yaremchuk,9748,Lyon,Lyon,Ukraine,77
ligue-1,Ligue 1,1125076,Ruben Kluivert,9748,Lyon,Lyon,Netherlands,21
ligue-1,Ligue 1,1793704,Rémi Himbert,9748,Lyon,Lyon,France,45
ligue-1,Ligue 1,767014,Rémy Descamps,9748,Lyon,Lyon,France,40
ligue-1,Ligue 1,1922172,Steeve Kango,9748,Lyon,Lyon,France,34
ligue-1,Ligue 1,1057433,Tanner Tessmann,9748,Lyon,Lyon,USA,6
ligue-1,Ligue 1,1113724,Tyler Morton,9748,Lyon,Lyon,England,23
ligue-1,Ligue 1,844437,Amine Gouiri,8592,Marseille,Marseille,Algeria,9
ligue-1,Ligue 1,643635,Amir Murillo,8592,Marseille,Marseille,Panama,
ligue-1,Ligue 1,1843478,Ange Lago,8592,Marseille,Marseille,Ivory Coast,78
ligue-1,Ligue 1,1387389,Arthur Vermeeren,8592,Marseille,Marseille,Belgium,18
ligue-1,Ligue 1,611223,Benjamin Pavard,8592,Marseille,Marseille,France,28
ligue-1,Ligue 1,1283407,Bilal Nadir,8592,Marseille,Marseille,Morocco,26
ligue-1,Ligue 1,1187227,CJ Egan-Riley,8592,Marseille,Marseille,England,4
ligue-1,Ligue 1,267371,Emerson,8592,Marseille,Marseille,Italy,33
ligue-1,Ligue 1,1254234,Ethan Nwaneri,8592,Marseille,Marseille,England,11
ligue-1,Ligue 1,812652,Facundo Medina,8592,Marseille,Marseille,Argentina,32
ligue-1,Ligue 1,214972,Geoffrey Kondogbia,8592,Marseille,Marseille,Central African Republic,19
ligue-1,Ligue 1,245555,Gerónimo Rulli,8592,Marseille,Marseille,Argentina,1
ligue-1,Ligue 1,25518,Habib Beye,8592,Marseille,Marseille,Senegal,
ligue-1,Ligue 1,875672,Hamed Traorè,8592,Marseille,Marseille,Ivory Coast,20
ligue-1,Ligue 1,1827754,Hilan Hamzaoui Slimani,8592,Marseille,Marseille,France,72
ligue-1,Ligue 1,956659,Himad Abdelli,8592,Marseille,Marseille,Algeria,8
ligue-1,Ligue 1,1265963,Igor Paixão,8592,Marseille,Marseille,Brazil,14
ligue-1,Ligue 1,687868,Jeffrey De Lange,8592,Marseille,Marseille,Netherlands,12
ligue-1,Ligue 1,1347785,Jelle Van Neck,8592,Marseille,Marseille,Belgium,40
ligue-1,Ligue 1,1843428,Kelyann Bezahaf,8592,Marseille,Marseille,France,35
ligue-1,Ligue 1,958464,Leonardo Balerdi,8592,Marseille,Marseille,Argentina,5
ligue-1,Ligue 1,950473,Mason Greenwood,8592,Marseille,Marseille,England,10
ligue-1,Ligue 1,617310,Nayef Aguerd,8592,Marseille,Marseille,Morocco,21
ligue-1,Ligue 1,1698484,Nouhoum Kamissoko,8592,Marseille,Marseille,Mali,71
ligue-1,Ligue 1,150565,Pierre-Emerick Aubameyang,8592,Marseille,Marseille,Gabon,17
ligue-1,Ligue 1,266523,Pierre-Emile Højbjerg,8592,Marseille,Marseille,Denmark,23
ligue-1,Ligue 1,970563,Quinten Timber,8592,Marseille,Marseille,Netherlands,27
ligue-1,Ligue 1,1705134,Robinio Vaz,8592,Marseille,Marseille,France,
ligue-1,Ligue 1,1814264,Tadjidine Mmadi,8592,Marseille,Marseille,France,76
ligue-1,Ligue 1,1078904,Théo Vermot,8592,Marseille,Marseille,France,92
ligue-1,Ligue 1,889536,Timothy Weah,8592,Marseille,Marseille,USA,22
ligue-1,Ligue 1,1353104,Tochukwu Nnadi,8592,Marseille,Marseille,Nigeria,6
ligue-1,Ligue 1,1820043,Ugo Lamare El Kadmiri,8592,Marseille,Marseille,Morocco,70
ligue-1,Ligue 1,1536998,Alpha Touré,8550,Metz,Metz,Senegal,12
ligue-1,Ligue 1,1839135,Believe Munongo,8550,Metz,Metz,France,33
ligue-1,Ligue 1,192920,Benjamin Stambouli,8550,Metz,Metz,France,21
ligue-1,Ligue 1,1340614,Benoit Tavenot,8550,Metz,Metz,France,
ligue-1,Ligue 1,1054122,Boubacar Traoré,8550,Metz,Metz,Mali,8
ligue-1,Ligue 1,278341,Bouna Sarr,8550,Metz,Metz,Senegal,70
ligue-1,Ligue 1,950967,Cheikh Sabaly,8550,Metz,Metz,Senegal,
ligue-1,Ligue 1,1797449,Cleo Mélières,8550,Metz,Metz,France,25
ligue-1,Ligue 1,800520,Fodé Ballo,8550,Metz,Metz,Senegal,97
ligue-1,Ligue 1,763974,Gauthier Hein,8550,Metz,Metz,France,10
ligue-1,Ligue 1,1067265,Giorgi Abuashvili,8550,Metz,Metz,Georgia,9
ligue-1,Ligue 1,449277,Giorgi Kvilitaia,8550,Metz,Metz,Georgia,11
ligue-1,Ligue 1,939061,Giorgi Tsitaishvili,8550,Metz,Metz,Georgia,7
ligue-1,Ligue 1,601145,Habibou Mouhamadou Diallo,8550,Metz,Metz,Senegal,30
ligue-1,Ligue 1,1523209,Ibou Sané,8550,Metz,Metz,Senegal,
ligue-1,Ligue 1,1755824,Ismaël Guerti,8550,Metz,Metz,Morocco,29
ligue-1,Ligue 1,1928651,Jahyann Pandore,8550,Metz,Metz,France,35
ligue-1,Ligue 1,445226,Jean-Philippe Gbamin,8550,Metz,Metz,Ivory Coast,5
ligue-1,Ligue 1,882400,Jessy Deminguet,8550,Metz,Metz,France,20
ligue-1,Ligue 1,1075429,Jonathan Fischer,8550,Metz,Metz,Denmark,1
ligue-1,Ligue 1,820712,Koffi Kouao,8550,Metz,Metz,Ivory Coast,39
ligue-1,Ligue 1,1607371,Lucas Michal,8550,Metz,Metz,France,19
ligue-1,Ligue 1,210389,Maxime Colin,8550,Metz,Metz,France,2
ligue-1,Ligue 1,1797446,Nathan Mbala,8550,Metz,Metz,DR Congo,34
ligue-1,Ligue 1,1237903,Ousmane Ba,8550,Metz,Metz,Senegal,40
ligue-1,Ligue 1,1536963,Pape Sy,8550,Metz,Metz,Senegal,61
ligue-1,Ligue 1,1523208,Sadibou Sané,8550,Metz,Metz,Senegal,38
ligue-1,Ligue 1,1375810,Terry Yegbe,8550,Metz,Metz,Ghana,15
ligue-1,Ligue 1,1469819,Urie-Michel Mboula,8550,Metz,Metz,Gabon,4
ligue-1,Ligue 1,1697366,Yannis Lawson,8550,Metz,Metz,Belgium,27
ligue-1,Ligue 1,1695681,Aladji Bamba,9829,Monaco,Monaco,France,23
ligue-1,Ligue 1,586388,Aleksandr Golovin,9829,Monaco,Monaco,Russia,10
ligue-1,Ligue 1,1086012,Ansu Fati,9829,Monaco,Monaco,Spain,31
ligue-1,Ligue 1,769525,Caio Henrique,9829,Monaco,Monaco,Brazil,12
ligue-1,Ligue 1,1406428,Christian Mawissa,9829,Monaco,Monaco,France,13
ligue-1,Ligue 1,598355,Denis Zakaria,9829,Monaco,Monaco,Switzerland,6
ligue-1,Ligue 1,361315,Eric Dier,9829,Monaco,Monaco,England,3
ligue-1,Ligue 1,982677,Folarin Balogun,9829,Monaco,Monaco,USA,9
ligue-1,Ligue 1,1815791,Ilane Touré,9829,Monaco,Monaco,France,49
ligue-1,Ligue 1,890263,Jordan Teze,9829,Monaco,Monaco,Netherlands,4
ligue-1,Ligue 1,1668517,Jules Stawiecki,9829,Monaco,Monaco,France,40
ligue-1,Ligue 1,1387194,Kassoum Ouattara,9829,Monaco,Monaco,France,20
ligue-1,Ligue 1,837061,Krépin Diatta,9829,Monaco,Monaco,Senegal,27
ligue-1,Ligue 1,1436305,Lamine Camara,9829,Monaco,Monaco,Senegal,15
ligue-1,Ligue 1,66757,Lukás Hrádecky,9829,Monaco,Monaco,Finland,1
ligue-1,Ligue 1,1305618,Maghnes Akliouche,9829,Monaco,Monaco,France,11
ligue-1,Ligue 1,1524548,Mamadou Coulibaly,9829,Monaco,Monaco,France,28
ligue-1,Ligue 1,1113809,Mika Biereth,9829,Monaco,Monaco,Denmark,14
ligue-1,Ligue 1,938247,Mohammed Salisu,9829,Monaco,Monaco,Ghana,22
ligue-1,Ligue 1,1412956,Paris Brunner,9829,Monaco,Monaco,Germany,29
ligue-1,Ligue 1,248453,Paul Pogba,9829,Monaco,Monaco,France,8
ligue-1,Ligue 1,872934,Philipp Köhn,9829,Monaco,Monaco,Switzerland,16
ligue-1,Ligue 1,1692036,Samuel Nibombé,9829,Monaco,Monaco,Belgium,44
ligue-1,Ligue 1,1227012,Simon Adingra,9829,Monaco,Monaco,Ivory Coast,24
ligue-1,Ligue 1,1366936,Stanis Idumbo,9829,Monaco,Monaco,Belgium,17
ligue-1,Ligue 1,38795,Sébastien Pocognoli,9829,Monaco,Monaco,Belgium,
ligue-1,Ligue 1,408943,Takumi Minamino,9829,Monaco,Monaco,Japan,18
ligue-1,Ligue 1,604088,Thilo Kehrer,9829,Monaco,Monaco,Germany,5
ligue-1,Ligue 1,1207992,Vanderson,9829,Monaco,Monaco,Brazil,2
ligue-1,Ligue 1,693678,Wout Faes,9829,Monaco,Monaco,Belgium,25
ligue-1,Ligue 1,1291293,Yann Lienard,9829,Monaco,Monaco,France,50
ligue-1,Ligue 1,1359613,Abakar Sylla,9830,Nantes,Nantes,Ivory Coast,4
ligue-1,Ligue 1,1401770,Alexis Mirbach,9830,Nantes,Nantes,France,50
ligue-1,Ligue 1,1303501,Ali Yousef Musrati,9830,Nantes,Nantes,Libya,2
ligue-1,Ligue 1,1515220,Amady Camara,9830,Nantes,Nantes,Mali,14
ligue-1,Ligue 1,167035,Anthony Lopes,9830,Nantes,Nantes,Portugal,1
ligue-1,Ligue 1,1670132,Bahereba Guirassy,9830,Nantes,Nantes,France,11
ligue-1,Ligue 1,1783428,Bahmed Deuff,9830,Nantes,Nantes,France,52
ligue-1,Ligue 1,666954,Chidozie Awaziem,9830,Nantes,Nantes,Nigeria,6
ligue-1,Ligue 1,1607493,Dehmaine Tabibou,9830,Nantes,Nantes,France,17
ligue-1,Ligue 1,578756,Deiver Machado,9830,Nantes,Nantes,Colombia,27
ligue-1,Ligue 1,660887,Fabien Centonze,9830,Nantes,Nantes,France,18
ligue-1,Ligue 1,159594,Francis Coquelin,9830,Nantes,Nantes,France,13
ligue-1,Ligue 1,612747,Frédéric Guilbert,9830,Nantes,Nantes,France,24
ligue-1,Ligue 1,660327,Ibrahima Sissoko,9830,Nantes,Nantes,Mali,28
ligue-1,Ligue 1,863708,Ignatius Ganago,9830,Nantes,Nantes,Cameroon,37
ligue-1,Ligue 1,1180481,Johann Lepenant,9830,Nantes,Nantes,France,8
ligue-1,Ligue 1,683473,Kelvin Amian,9830,Nantes,Nantes,France,98
ligue-1,Ligue 1,1622889,Louis Leroux,9830,Nantes,Nantes,France,66
ligue-1,Ligue 1,1975568,Lucas Bonelli,9830,Nantes,Nantes,France,40
ligue-1,Ligue 1,1438316,Mathieu Acapandié,9830,Nantes,Nantes,Madagascar,22
ligue-1,Ligue 1,1250492,Matthis Abline,9830,Nantes,Nantes,France,10
ligue-1,Ligue 1,1299869,Mohamed Kaba,9830,Nantes,Nantes,France,21
ligue-1,Ligue 1,817500,Mostafa Mohamed,9830,Nantes,Nantes,Egypt,31
ligue-1,Ligue 1,865010,Nicolas Cozza,9830,Nantes,Nantes,France,3
ligue-1,Ligue 1,271031,Patrik Carlgren,9830,Nantes,Nantes,Sweden,30
ligue-1,Ligue 1,199834,Rémy Cabella,9830,Nantes,Nantes,France,20
ligue-1,Ligue 1,1685496,Sékou Doucouré,9830,Nantes,Nantes,France,72
ligue-1,Ligue 1,1800345,Tylel Tati,9830,Nantes,Nantes,France,78
ligue-1,Ligue 1,364855,Uros Radakovic,9830,Nantes,Nantes,Serbia,26
ligue-1,Ligue 1,192135,Vahid Halilhodzic,9830,Nantes,Nantes,Bosnia and Herzegovina,
ligue-1,Ligue 1,161291,Youssef El Arabi,9830,Nantes,Nantes,Morocco,19
ligue-1,Ligue 1,566187,Ali Abdi,9831,Nice,Nice,Tunisia,2
ligue-1,Ligue 1,1254147,Antoine Mendy,9831,Nice,Nice,Senegal,33
ligue-1,Ligue 1,1792900,Bartosz Zelazowski,9831,Nice,Nice,Poland,30
ligue-1,Ligue 1,1842657,Brad-Hamilton Mantsounga,9831,Nice,Nice,DR Congo,36
ligue-1,Ligue 1,952057,Charles Vanhoutte,9831,Nice,Nice,Belgium,24
ligue-1,Ligue 1,78704,Claude Puel,9831,Nice,Nice,France,
ligue-1,Ligue 1,38432,Dante,9831,Nice,Nice,Brazil,4
ligue-1,Ligue 1,1763598,Djibril Coulibaly,9831,Nice,Nice,France,39
ligue-1,Ligue 1,1213430,Elye Wahi,9831,Nice,Nice,Ivory Coast,11
ligue-1,Ligue 1,1668294,Gabin Bernardeau,9831,Nice,Nice,France,23
ligue-1,Ligue 1,1033099,Hicham Boudaoui,9831,Nice,Nice,Algeria,6
ligue-1,Ligue 1,944385,Isak Jansson,9831,Nice,Nice,Sweden,21
ligue-1,Ligue 1,715301,Jonathan Clauss,9831,Nice,Nice,France,92
ligue-1,Ligue 1,1539619,Juma Bah,9831,Nice,Nice,Sierra Leone,28
ligue-1,Ligue 1,1896949,Kail Boudache,9831,Nice,Nice,France,32
ligue-1,Ligue 1,1166344,Kevin Carlos,9831,Nice,Nice,Spain,90
ligue-1,Ligue 1,1429607,Kojo Peprah Oppong,9831,Nice,Nice,Ghana,37
ligue-1,Ligue 1,263511,Maxime Dupé,9831,Nice,Nice,France,31
ligue-1,Ligue 1,1092403,Melvin Bard,9831,Nice,Nice,France,26
ligue-1,Ligue 1,1179331,Mohamed Abdelmonem,9831,Nice,Nice,Egypt,5
ligue-1,Ligue 1,1180718,Mohamed-Ali Cho,9831,Nice,Nice,France,25
ligue-1,Ligue 1,355901,Morgan Sanson,9831,Nice,Nice,France,8
ligue-1,Ligue 1,1440009,Moïse Bombito,9831,Nice,Nice,Canada,64
ligue-1,Ligue 1,1074642,Salis Abdul Samed,9831,Nice,Nice,Ghana,99
ligue-1,Ligue 1,953812,Sofiane Diop,9831,Nice,Nice,Morocco,10
ligue-1,Ligue 1,773189,Tanguy Ndombélé,9831,Nice,Nice,France,22
ligue-1,Ligue 1,885005,Terem Moffi,9831,Nice,Nice,Nigeria,
ligue-1,Ligue 1,1072317,Tiago Gouveia,9831,Nice,Nice,Portugal,47
ligue-1,Ligue 1,1463448,Tom Louchet,9831,Nice,Nice,France,20
ligue-1,Ligue 1,766574,Yehvann Diouf,9831,Nice,Nice,Senegal,80
ligue-1,Ligue 1,1057703,Youssouf Ndayishimiye,9831,Nice,Nice,Burundi,55
ligue-1,Ligue 1,1366618,Zoumana Diallo,9831,Nice,Nice,France,44
ligue-1,Ligue 1,1513317,Adama Camara,6379,Paris FC,Paris FC,France,17
ligue-1,Ligue 1,765158,Alimami Gory,6379,Paris FC,Paris FC,France,7
ligue-1,Ligue 1,176574,Antoine Kombouare,6379,Paris FC,Paris FC,France,
ligue-1,Ligue 1,161660,Ciro Immobile,6379,Paris FC,Paris FC,Italy,36
ligue-1,Ligue 1,1321562,Diego Coppola,6379,Paris FC,Paris FC,Italy,42
ligue-1,Ligue 1,426892,Hamari Traoré,6379,Paris FC,Paris FC,Mali,14
ligue-1,Ligue 1,999690,Ilan Kebbal,6379,Paris FC,Paris FC,Algeria,10
ligue-1,Ligue 1,853108,Jean-Philippe Krasso,6379,Paris FC,Paris FC,Ivory Coast,11
ligue-1,Ligue 1,637745,Jonathan Ikoné,6379,Paris FC,Paris FC,France,93
ligue-1,Ligue 1,354477,Julien Lopez,6379,Paris FC,Paris FC,Spain,20
ligue-1,Ligue 1,145550,Kevin Trapp,6379,Paris FC,Paris FC,Germany,35
ligue-1,Ligue 1,978448,Lamine Gueye,6379,Paris FC,Paris FC,Senegal,26
ligue-1,Ligue 1,1368318,Luca Koleosho,6379,Paris FC,Paris FC,Italy,24
